Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals,away_team_goals,home_team_substitutions,away_team_substitutions,home_team_yellow_card,away_team_yellow_card,home_team_red_card,away_team_red_card,referee,venue,capacity,attendance
Turkey,super-lig,Kasimpasa,Balikesirspor,2,3,2014/2015,12.05,19:45,1 - 1,1 - 2,"[""8' 1 - 0 Scarione E. O. (Penalty)"", ""79' 2 - 3 Babel R. (Derdiyok E.)""]","[""45' 1 - 1 Celik M. (Promise I.)"", ""60' 1 - 2 Zec E. (Celik M.)"", ""73' 1 - 3 Zec E. (Yildirim S.)""]","[""55' Derdiyok E. Malki S."", ""75' Kiraz F. Basdas B.""]","[""69' Yildirim S. Celik M."", ""75' Unal G. Zec E."", ""89' Calik B. Promise I.""]","[""38' Torun T."", ""70' Kaplan S."", ""80' Castro""]",[],[],[],Ulusoy A.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Mersin,Galatasaray,0,1,2014/2015,12.05,19:45,0 - 1,0 - 0,[],"[""16' 0 - 1 Oztekin Y. (Colak E.)""]","[""71' Futacs M. Khalili A."", ""77' Tita Pedriel R."", ""85' Ozarslan E. Ceylan M.""]","[""59' Adin O. Colak E."", ""82' Bulut U. Oztekin Y."", ""90+2' Kurtulus Y. Sneijder W.""]","[""22' Delibalta O."", ""73' Gokcek Vederson""]",[],[],[],Palabiyik A.  (Tur),,,
Turkey,super-lig,Basaksehir,Sivasspor,2,1,2014/2015,12.05,16:45,0 - 1,2 - 0,"[""60' 1 - 1 Visca E."", ""79' 2 - 1 Senturk S.""]","[""17' 0 - 1 Eser B. (Karadeniz B.)""]","[""75' Senturk S. Rotman R."", ""80' Agcay S. Batdal M."", ""86' Tas A. Visca E.""]","[""63' Utaka J. C. Karadeniz B."", ""67' Akin I. Taouil M."", ""73' Yilmazer M. Cicinho""]","[""86' Sahin E. C."", ""90+3' Ayhan Y.""]",[],[],[],Yildirim Y.  (Tur),,,
Turkey,super-lig,Konyaspor,Genclerbirligi,1,0,2014/2015,12.05,16:45,0 - 0,1 - 0,"[""81' 1 - 0 Torje G. (Djalma)""]",[],"[""46' Torje G. Ozkaya O."", ""75' Djalma Aydin R."", ""75' Kabze H. Rangelov D.""]","[""58' Landel G. Stancu B."", ""69' Pehlivan I. Ciftci U."", ""85' Tosun B. Gosso J.""]",[],[],[],[],Cinar S.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Besiktas,Gaziantepspor,1,1,2014/2015,10.05,19:00,1 - 1,0 - 0,"[""7' 1 - 0 Sosa J.""]","[""42' 1 - 1 Chibuike J.""]","[""67' Pektemek M. Sahan O."", ""81' Tosun C. Arslan T."", ""86' Ozyakup O. Gulum E.""]","[""65' Turk O. Durak M."", ""79' Leal L. Camara D."", ""90+4' Kayali A. Demir M.""]","[""22' Kurtulus S."", ""37' Sivok T."", ""83' Tosun C."", ""90+4' Tore G.""]","[""82' Chibuike J.""]",[],"[""82' Chibuike J.""]",Ozkalfa T.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Rizespor,Trabzonspor,0,2,2014/2015,10.05,16:00,0 - 1,0 - 1,[],"[""28' 0 - 1 Dursun S."", ""85' 0 - 2 Yilmaz D. (Ekici M.)""]","[""37' Lafferty K. Kaya S."", ""60' Obraniak L. Holosko F."", ""81' Korkmaz U. Karakas K.""]","[""53' Akbas M. Cardozo O."", ""58' Atik F. Erdogan Y."", ""82' Waris M. Zengin E.""]","[""55' Karakas K."", ""84' Kacar G.""]",[],[],[],Abitoglu K.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,
Turkey,super-lig,Balikesirspor,Basaksehir,1,2,2014/2015,09.05,19:00,0 - 1,1 - 1,"[""50' 1 - 1 Zec E. (Celik M.)""]","[""11' 0 - 1 Batdal M. (Penalty)"", ""90+2' 1 - 2 Senturk S. (Sahin E. C.)""]","[""46' Cevahir B. Yildirim S."", ""60' Ozturk A. Promise I."", ""79' Depe I. Zec E.""]","[""59' Erdem A. Agcay S."", ""68' Sahin E. C. Madureira D."", ""82' Senturk S. Batdal M.""]","[""9' Kulusic A."", ""33' Glumac T."", ""54' Ceviker A.""]","[""3' Oztorun F.""]","[""15' Kulusic A.""]","[""3' Oztorun F.""]",Yankaya O.  (Tur),,,
Turkey,super-lig,Sivasspor,Fenerbahce,2,3,2014/2015,09.05,19:00,2 - 1,0 - 2,"[""8' 1 - 0 Taouil M. (Kocak A.)"", ""24' 2 - 1 Cicinho""]","[""9' 1 - 1 Diego (Potuk A.)"", ""56' 2 - 2 Webo P. (Gonul G.)"", ""86' 2 - 3 Sow M. (Korkmaz E.)""]","[""73' Utaka J. C. Kocak A."", ""82' Arslan H. Taouil M."", ""88' Yilmazer M. Eser B.""]","[""46' Webo P. Emenike E."", ""65' Kuyt D. Potuk A."", ""82' Meireles R. Belozoglu E.""]","[""68' Chahechouhe A.""]",[],[],[],Ozkahya H.  (Tur),Yeni 4 Eylül Stadyumu  (Sivas),14 998,
Turkey,super-lig,Bursaspor,Kardemir Karabuk,7,1,2014/2015,09.05,16:00,2 - 1,5 - 0,"[""18' 1 - 0 Holmen S. (Belluschi F.)"", ""25' 2 - 0 Fernandao (Josue)"", ""50' 3 - 1 Fernandao (Penalty)"", ""52' 4 - 1 Fernandao (Tasdemir E.)"", ""65' 5 - 1 Sen V. (Yilmaz B.)"", ""79' 6 - 1 Bakambu C. (Belluschi F.)"", ""81' 7 - 1 Fernandao (Penalty)""]","[""39' 2 - 1 Akpala J. (Viola V.)""]","[""65' Traore B. Josue"", ""69' Ipek O. Tasdemir E."", ""82' Ersoy E. Aziz S.""]","[""32' Akpala J. Candan F."", ""43' Sow S. Viola V."", ""67' Ozmert H. Cagiran M.""]","[""56' Josue""]",[],[],[],Palabiyik A.  (Tur),Bursa Atatürk Stadyumu  (Bursa),25 661,
Turkey,super-lig,Genclerbirligi,Akhisarspor,0,0,2014/2015,09.05,13:30,0 - 0,0 - 0,[],[],"[""55' Aslantas H. Oguz A."", ""62' Kahveci I. C. Gosso J."", ""78' Tosic D. Ciftci U.""]","[""55' Luan Akyuz M."", ""67' Vardar S. Vaz Te R."", ""90' Cebe A. Vural G.""]","[""16' Calik A."", ""31' El Kabir M."", ""90+4' Kahveci I. C.""]","[""50' Custodio""]","[""90+7' Kahveci I. C.""]","[""50' Custodio""]",Abay S.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,
Turkey,super-lig,Eskisehirspor,Kasimpasa,4,1,2014/2015,08.05,20:00,3 - 0,1 - 1,"[""17' 1 - 0 Kanak K. (Sissoko I.)"", ""28' 2 - 0 Funes Mori R. (Cek O.)"", ""45' 3 - 0 Sismanoglu O. (Kanak K.)"", ""85' 4 - 1 Angelo D.""]","[""81' 3 - 1 Scarione E. O.""]","[""46' Teber E. Cek O."", ""73' Parlak B. Causic G."", ""77' Yildirim E. Sissoko I.""]","[""36' Kiraz F. Dvali L."", ""63' Derdiyok E. Ayaz I."", ""90' Aktas K. Torun T.""]","[""34' Funes Mori R."", ""60' Corekci K.""]",[],[],[],Yildirim B.  (Tur),Eskişehir Atatürk Stadi  (Eskişehir),13 520,
Turkey,super-lig,Galatasaray,Konyaspor,1,0,2014/2015,08.05,20:00,0 - 0,1 - 0,"[""84' 1 - 0 Inan S. (Felipe Melo)""]",[],"[""59' Colak E. Bruma"", ""66' Bulut U. Oztekin Y."", ""74' Balta H. Chedjou A.""]","[""66' Fuchs B. Ozer K."", ""77' Rangelov D. Kabze H."", ""87' Inceman U. Djalma""]","[""24' Yilmaz B."", ""77' Felipe Melo""]",[],[],[],Simsek B.  (Tur),Rams Park  (Istanbul),53 798,
Turkey,super-lig,Kayseri Erciyesspor,Mersin,2,2,2014/2015,08.05,20:00,1 - 0,1 - 2,"[""43' 1 - 0 Caglayan O. (Vleminckx B.)"", ""49' 2 - 0 Zoua J. (Yildirim M.)""]","[""52' 2 - 1 Gokcek Vederson (Penalty)"", ""90' 2 - 2 Sadiku L. (Nakoulma P.)""]","[""46' Degirmenci G. Ozer Z."", ""70' Akgun M. Vleminckx B."", ""81' Edinho Caglayan O.""]","[""46' Futacs M. Pedriel R."", ""70' Tita Ceylan M."", ""88' Ozarslan E. Varol G.""]","[""33' Pehlivan Y."", ""68' Pulgir E."", ""80' Akgun M."", ""90' Zoua J.""]",[],"[""90' Diakhate P. (Not on pitch)""]",[],Aydinus F.  (Tur),Kadir Has Stadium  (Kayseri),32 864,
Turkey,super-lig,Akhisarspor,Galatasaray,0,2,2014/2015,04.05,20:00,0 - 2,0 - 0,[],"[""22' 0 - 1 Yilmaz B."", ""33' 0 - 2 Yilmaz B. (Colak E.)""]","[""36' Konuk I. Tasdelen O."", ""58' Vaz Te R. Zokora D."", ""75' Akyuz M. Keles K.""]","[""65' Adin O. Bruma"", ""84' Bulut U. Yilmaz B."", ""90+1' Kurtulus Y. Telles A.""]","[""49' Bruno Mezenga"", ""62' Cebe A."", ""70' Keles K.""]",[],[],[],Abitoglu K.  (Tur),,,
Turkey,super-lig,Kayseri Erciyesspor,Sivasspor,2,3,2014/2015,04.05,20:00,2 - 0,0 - 3,"[""15' 1 - 0 Caglayan O."", ""35' 2 - 0 Vleminckx B. (Penalty)""]","[""66' 2 - 1 Ozturk I."", ""88' 2 - 2 Eser B."", ""90+1' 2 - 3 Eser B.""]","[""61' Gulle O. Yildirim M."", ""78' Memis B. Caglayan O."", ""83' Ozturk E. Karaer A.""]","[""33' Ciplak F. Erdal Z."", ""46' Akin I. Karadeniz B."", ""73' Taouil M. Kocak A.""]","[""56' Yildirim M."", ""74' Karaer A."", ""87' Ozer Z."", ""90+1' Boye J."", ""90+1' Pehlivan Y.""]",[],[],[],Palabiyik A.  (Tur),Kadir Has Stadium  (Kayseri),32 864,
Turkey,super-lig,Trabzonspor,Besiktas,0,2,2014/2015,03.05,19:00,0 - 0,0 - 2,[],"[""58' 0 - 1 Ba D. (Tore G.)"", ""90+4' 0 - 2 Pektemek M. (Ozyakup O.)""]","[""46' Erdogan Y. Akbas M."", ""60' Cardozo O. Hurmaci O."", ""84' Waris M. Atik F.""]","[""56' Ba D. Opare D."", ""75' Nukan A. Sivok T."", ""90' Ozyakup O. Sosa J.""]","[""47' Demirok U."", ""78' Erdogan Y.""]",[],[],[],Cakir C.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
Turkey,super-lig,Gaziantepspor,Genclerbirligi,0,3,2014/2015,03.05,16:00,0 - 0,0 - 3,[],"[""61' 0 - 1 Celik M."", ""68' 0 - 2 Hleb A. (Aslantas H.)"", ""76' 0 - 3 Stancu B. (El Kabir M.)""]","[""70' Durak M. Arokoyo G."", ""80' Ayaz F. Suzen G."", ""80' Ildiz M. Nefiz E.""]","[""46' Hleb A. Tomic N."", ""57' Aslantas H. Oguz A."", ""88' Bulbul C. Gosso J.""]","[""34' Suzen G."", ""35' Vranjes O.""]",[],[],[],Bitnel D.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Kasimpasa,Bursaspor,5,3,2014/2015,03.05,13:00,2 - 2,3 - 1,"[""3' 1 - 0 Scarione E. O. (Torun T.)"", ""19' 2 - 1 Eker I. (Torun T.)"", ""51' 3 - 2 Castro (Torun T.)"", ""71' 4 - 3 Malki S."", ""87' 5 - 3 Derdiyok E.""]","[""9' 1 - 1 Bakambu C. (Fernandao)"", ""32' 2 - 2 Sen V. (Bakambu C.)"", ""57' 3 - 3 Sen V. (Tufan O.)""]","[""77' Derdiyok E. Malki S."", ""80' Kiraz F. Torun T."", ""90' Ayaz I. Castro""]","[""60' Tasdemir E. Bakambu C."", ""67' Holmen S. Behich A."", ""85' Unal E. Josue""]","[""11' Babel R."", ""75' Sari V."", ""80' Scarione E. O.""]",[],[],[],Yankaya O.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Fenerbahce,Balikesirspor,4,3,2014/2015,02.05,19:00,3 - 3,1 - 0,"[""7' 1 - 0 Erkin C. (Diego)"", ""25' 2 - 2 Diego (Webo P.)"", ""44' 3 - 3 Sow M. (Diego)"", ""49' 4 - 3 Sow M. (Emenike E.)""]","[""15' 1 - 1 Promise I. (Akdemir U.)"", ""22' 1 - 2 Kulusic A. (Emir B.)"", ""40' 2 - 3 Emir B.""]","[""46' Sahin S. Potuk A."", ""46' Emenike E. Kuyt D."", ""87' Meireles R. Webo P.""]","[""53' Ceviker A. Vargas R."", ""53' Depe I. Yildirim S."", ""73' Zec E. Ataseven E.""]","[""38' Alves B."", ""52' Sahin S."", ""82' Gonul G.""]",[],[],[],Yildirim B.  (Tur),Ataturk Stadium  (Istanbul),74 753,
Turkey,super-lig,Kardemir Karabuk,Rizespor,2,0,2014/2015,02.05,19:00,0 - 0,2 - 0,"[""63' 1 - 0 Ozek A. (Ozcal F.)"", ""87' 2 - 0 Kas E. (Candan F.)""]",[],"[""46' Kas E. Ozmert H."", ""80' Akca M. Incedemir Y."", ""83' Akgun A. Viola V.""]","[""46' Adnan A. Sylvestre L."", ""60' Kadah D. Korkmaz U."", ""73' Lafferty K. Viera O.""]","[""64' Demircan A."", ""90' Ozcal F.""]",[],[],[],Aydinus F.  (Tur),,,
Turkey,super-lig,Mersin,Konyaspor,3,1,2014/2015,02.05,16:00,3 - 1,0 - 0,"[""4' 1 - 0 Welliton (Cetin S.)"", ""10' 2 - 1 Nakoulma P."", ""17' 3 - 1 Gokcek Vederson (Nakoulma P.)""]","[""7' 1 - 1 Rangelov D.""]","[""61' Mitrovic M. Pedriel R."", ""73' Varol G. Nakoulma P."", ""80' Futacs M. Welliton""]","[""61' Bora V. Kokalovic E."", ""61' Djalma Torje G."", ""80' Aydin R. Rangelov D.""]","[""54' Welliton"", ""76' Ceylan M."", ""89' Yildirim M."", ""89' Futacs M.""]",[],[],[],Gencerler K.  (Tur),,,
Turkey,super-lig,Basaksehir,Eskisehirspor,1,1,2014/2015,02.05,13:30,0 - 0,1 - 1,"[""55' 1 - 1 Madureira D.""]","[""49' 0 - 1 Funes Mori R.""]","[""69' Erdem A. Oztorun F."", ""79' Pekturk T. Ucar U."", ""83' Perbet J. Mossoro M.""]","[""79' Teber E. Ozkan S."", ""81' Sismanoglu O. Funes Mori R."", ""90' Gucer H. Toko""]","[""65' Madureira D.""]",[],[],[],Ozkahya H.  (Tur),,,
Turkey,super-lig,Besiktas,Kardemir Karabuk,2,1,2014/2015,27.04,20:00,1 - 0,1 - 1,"[""25' 1 - 0 Hutchinson A. (Kurtulus S.)"", ""90+5' 2 - 1 Tosun C. (Sosa J.)""]","[""79' 1 - 1 Cagiran M. (Ozgenc E.)""]","[""54' Uysal N. Gulum E."", ""65' Franco P. Ba D."", ""84' Tosun C. Arslan T.""]","[""45' Demircan A. Viola V."", ""76' Kas E. Candan F."", ""90+3' Akgun A. Ozmert H.""]","[""68' Kurtulus S.""]","[""42' Waterman B.""]","[""58' Uysal N.""]","[""42' Waterman B.""]",Yildirim B.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Galatasaray,Gaziantepspor,1,0,2014/2015,26.04,19:00,0 - 0,1 - 0,"[""85' 1 - 0 Balta H. (Inan S.)""]",[],"[""61' Oztekin Y. Adin O."", ""70' Bruma Bulut U.""]","[""8' Kayali A. Sume E."", ""63' Nefiz E. Chibuike J."", ""79' Suzen G. Leal L.""]","[""26' Felipe Melo"", ""76' Sarioglu S."", ""90+2' Chedjou A.""]",[],[],[],Kalkavan M.  (Tur),Rams Park  (Istanbul),53 798,
Turkey,super-lig,Genclerbirligi,Trabzonspor,1,1,2014/2015,26.04,16:00,0 - 0,1 - 1,"[""70' 1 - 0 Tomic N.""]","[""90' 1 - 1 Medjani C. (Erdogan Y.)""]","[""46' Tomic N. Landel G."", ""59' Hleb A. Kahveci I. C."", ""71' Gosso J. Stancu B.""]","[""36' Erdogan Y. Akbas M."", ""56' Aydogdu S. Yatabare M."", ""69' Dogan I. Waris M.""]","[""22' Celik M."", ""27' Kaya D."", ""33' Landel G."", ""90' Kaplan F.""]",[],"[""66' Kaya D.""]",[],Ozkalfa T.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,
Turkey,super-lig,Balikesirspor,Kayseri Erciyesspor,1,1,2014/2015,26.04,13:00,1 - 0,0 - 1,"[""9' 1 - 0 Yildirim S. (Vargas R.)""]","[""80' 1 - 1 Zoua J.""]","[""56' Zec E. Promise I."", ""68' Depe I. Celik M."", ""79' Ceviker A. Ataseven E.""]","[""46' Diakhate P. Ozen M."", ""54' Zoua J. Caglayan O."", ""74' Secme M. Ozturk E.""]","[""37' Gomes V."", ""59' Ataseven E.""]",[],[],[],Gocek H.  (Tur),,,
Turkey,super-lig,Konyaspor,Akhisarspor,2,1,2014/2015,26.04,13:00,1 - 1,1 - 0,"[""45' 1 - 1 Guven M. (Rangelov D.)"", ""48' 2 - 1 Rangelov D. (Guven M.)""]","[""32' 0 - 1 Custodio (Vural G.)""]","[""71' Ozer K. Djalma"", ""79' Findikli V. Kabze H."", ""86' Kokalovic E. Vukovic J.""]","[""50' Akyuz M. Vaz Te R."", ""59' Zokora D. Yuce M."", ""72' Vardar S. Keles K.""]","[""76' Camdali A.""]",[],[],[],Ulusoy A.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Eskisehirspor,Fenerbahce,1,1,2014/2015,25.04,19:00,0 - 1,1 - 0,"[""80' 1 - 1 Gural E. (Corekci K.)""]","[""33' 0 - 1 Yumlu M. (Own goal)""]","[""67' Ozkan S. Ozturk S."", ""73' Gural E. Toko"", ""89' Angelo D. Coskun S.""]","[""68' Kuyt D. Erkin C."", ""73' Sahin S. Belozoglu E."", ""87' Emenike E. Potuk A.""]","[""81' Gural E.""]",[],[],[],Abitoglu K.  (Tur),Eskişehir Atatürk Stadi  (Eskişehir),13 520,
Turkey,super-lig,Rizespor,Kasimpasa,1,3,2014/2015,25.04,16:00,0 - 1,1 - 2,"[""72' 1 - 3 Kweuke L. (Ovacikli O.)""]","[""21' 0 - 1 Scarione E. O. (Donk R.)"", ""62' 0 - 2 Scarione E. O. (Castro)"", ""68' 0 - 3 Babel R.""]","[""46' Lafferty K. Bekdemir E."", ""70' Korkmaz U. Sylvestre L."", ""70' Kadah D. Kaya S.""]","[""69' Ayaz I. Torun T."", ""77' Kiraz F. Malki S."", ""90' Derdiyok E. Scarione E. O.""]","[""90+3' Kweuke L.""]","[""65' Ozturk A.""]",[],"[""65' Ozturk A.""]",Ozkahya H.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,
Turkey,super-lig,Bursaspor,Basaksehir,4,1,2014/2015,25.04,13:30,0 - 1,4 - 0,"[""49' 1 - 1 Bakambu C. (Cinaz S.)"", ""68' 2 - 1 Fernandao (Penalty)"", ""76' 3 - 1 Bakambu C. (Fernandao)"", ""90' 4 - 1 Holmen S. (Bakambu C.)""]","[""17' 0 - 1 Mossoro M. (Perbet J.)""]","[""46' Tasdemir E. Sen V."", ""80' Holmen S. Josue"", ""86' Yilmaz B. Behich A.""]","[""71' Erdem A. Madureira D."", ""74' Badji S. Agcay S."", ""80' Sahin E. C. Ucar U.""]","[""42' Sen V.""]",[],[],[],Aydinus F.  (Tur),Bursa Atatürk Stadyumu  (Bursa),25 661,
Turkey,super-lig,Sivasspor,Mersin,1,2,2014/2015,24.04,20:00,0 - 0,1 - 2,"[""68' 1 - 0 Chahechouhe A. (Penalty)""]","[""90' 1 - 1 Kaloglu S."", ""90+3' 1 - 2 Futacs M. (Pedriel R.)""]","[""46' Utaka J. C. Arslan H."", ""85' Yilmazer M. Karadeniz B.""]","[""72' Pedriel R. Delibalta O."", ""80' Kaloglu S. Varol G.""]","[""25' Kocak A.""]",[],[],[],Simsek B.  (Tur),Yeni 4 Eylül Stadyumu  (Sivas),14 998,
Turkey,super-lig,Fenerbahce,Bursaspor,1,0,2014/2015,20.04,20:00,0 - 0,1 - 0,"[""84' 1 - 0 Webo P. (Sow M.)""]",[],"[""46' Kaldirim H. A. Emenike E."", ""87' Sahin S. Sow M."", ""90+1' Kadlec M. Erkin C.""]","[""85' Bakambu C. Tasdemir E.""]","[""27' Irtegun B."", ""44' Emenike E."", ""65' Alves B."", ""90' Sahin S."", ""90+3' Webo P.""]",[],[],[],Gocek H.  (Tur),Ataturk Stadium  (Istanbul),74 753,
Turkey,super-lig,Mersin,Akhisarspor,1,1,2014/2015,20.04,20:00,0 - 0,1 - 1,"[""55' 1 - 0 Gokcek Vederson (Penalty)""]","[""90+5' 1 - 1 Kisa B. (Vaz Te R.)""]","[""76' Varol G. Pedriel R."", ""84' Mitrovic M. Khalili A."", ""89' Tita Balci S.""]","[""61' LuaLua L. Keles K."", ""79' Akyuz M. Yuce M.""]","[""20' Delibalta O.""]",[],[],[],Taylor A.  (Eng),,,
Turkey,super-lig,Trabzonspor,Galatasaray,2,1,2014/2015,19.04,19:00,1 - 0,1 - 1,"[""20' 1 - 0 Hurmaci O."", ""85' 2 - 1 Medjani C. (Yatabare M.)""]","[""67' 1 - 1 Colak E. (Sneijder W.)""]","[""70' Erdogan Y. Hurmaci O."", ""75' Demir A. Dursun S."", ""84' Yatabare M. Cardozo O.""]","[""35' Colak E. Altintop H."", ""46' Adin O. Oztekin Y."", ""66' Pandev G. Yilmaz B.""]","[""23' Demirok U."", ""33' Hurmaci O."", ""42' Akbas M."", ""72' Dursun S."", ""78' Zengin E."", ""90+5' Ekici M."", ""90+5' Arikan H.""]",[],"[""90+6' Hurmaci O. (Not on pitch)""]",[],Palabiyik A.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
Turkey,super-lig,Basaksehir,Rizespor,3,1,2014/2015,19.04,16:00,1 - 0,2 - 1,"[""27' 1 - 0 Tekdemir M. (Badji S.)"", ""76' 2 - 1 Visca E."", ""88' 3 - 1 Agcay S.""]","[""69' 1 - 1 Kweuke L. (Kaya S.)""]","[""46' Sahin E. C. Batdal M."", ""73' Perbet J. Madureira D."", ""81' Agcay S. Mossoro M.""]","[""46' Lafferty K. Obraniak L."", ""46' Kaya S. Altinay K."", ""85' Adnan A. Viera O.""]","[""76' Visca E.""]",[],[],[],Yildirim B.  (Tur),,,
Turkey,super-lig,Sivasspor,Balikesirspor,1,1,2014/2015,19.04,15:00,0 - 0,1 - 1,"[""78' 1 - 1 Karadeniz B. (Eser B.)""]","[""72' 0 - 1 Emir B.""]","[""60' Yilmazer M. Utaka J. C."", ""72' Akin I. Kurt U."", ""83' Arslan H. Kocak A.""]","[""41' Celik M. Zec E."", ""68' Vargas R. Ceviker A."", ""84' Depe I. Promise I.""]",[],[],[],[],Ozkahya H.  (Tur),Yeni 4 Eylül Stadyumu  (Sivas),14 998,
Turkey,super-lig,Kayseri Erciyesspor,Eskisehirspor,0,1,2014/2015,19.04,13:00,0 - 1,0 - 0,[],"[""45' 0 - 1 Coskun S. (Funes Mori R.)""]","[""46' Drenthe R. Mandjeck G."", ""46' Caglayan O. Yildirim M."", ""65' Edinho Diakhate P.""]","[""77' Sismanoglu O. Funes Mori R."", ""88' Angelo D. Ozturk S.""]","[""58' Akgun M."", ""80' Vleminckx B.""]",[],[],[],Aydinus F.  (Tur),Kadir Has Stadium  (Kayseri),32 864,
Turkey,super-lig,"Kasimpasa
2",Besiktas,1,5,2014/2015,18.04,19:00,1 - 2,0 - 3,"[""41' 1 - 2 Torun T.""]","[""3' 0 - 1 Pektemek M. (Sivok T.)"", ""38' 0 - 2 Ba D. (Sosa J.)"", ""50' 1 - 3 Ramon (Sahan O.)"", ""75' 1 - 4 Sahan O. (Pektemek M.)"", ""86' 1 - 5 Sosa J. (Ozyakup O.)""]","[""72' Malki S. Torun T."", ""84' Kiraz F. Kaplan S."", ""87' Kartal E. Sari V.""]","[""76' Frei K. Ba D."", ""84' Ozyakup O. Arslan T."", ""88' Uysal N. Hutchinson A.""]","[""38' Eker I.""]",[],"[""53' Basdas B."", ""78' Buyuk A.""]",[],Abitoglu K.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Kardemir Karabuk,Genclerbirligi,2,1,2014/2015,18.04,16:00,1 - 1,1 - 0,"[""16' 1 - 0 Candan F. (Viola V.)"", ""66' 2 - 1 Ozcal F. (Penalty)""]","[""26' 1 - 1 Celik M. (Landel G.)""]","[""76' Sow S. Ozmert H."", ""85' Kas E. Candan F."", ""89' Akca M. Incedemir Y.""]","[""56' Kaya D. Kahveci I. C."", ""72' Oguz A. Pehlivan I."", ""76' Tosun B. Hleb A.""]","[""34' Mabiala L.""]","[""83' El Kabir M.""]",[],"[""83' El Kabir M.""]",Cakir C.  (Tur),,,
Turkey,super-lig,Gaziantepspor,Konyaspor,1,1,2014/2015,17.04,20:00,1 - 0,0 - 1,"[""11' 1 - 0 Chico (Turk O.)""]","[""73' 1 - 1 Rangelov D. (Kabze H.)""]","[""65' Arokoyo G. Turk O."", ""76' Durak M. Chibuike J."", ""80' Nefiz E. Leal L.""]","[""66' Kabze H. Ozer K."", ""79' Aydin R. Inceman U."", ""85' Bora V. Rangelov D.""]",[],[],[],[],Simsek B.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Besiktas,Basaksehir,0,0,2014/2015,06.04,20:00,0 - 0,0 - 0,[],[],"[""60' Tosun C. Sahan O."", ""60' Ozyakup O. Arslan T."", ""84' Frei K. Kurtulus S.""]","[""70' Sahin E. C. Madureira D."", ""83' Erdem A. Mossoro M."", ""90' Pekturk T. Visca E.""]","[""80' Tore G.""]",[],[],[],Kalkavan M.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Konyaspor,Trabzonspor,1,0,2014/2015,05.04,19:00,0 - 0,1 - 0,"[""73' 1 - 0 Bosingwa J. (Own goal)""]",[],"[""36' Ozer K. Camdali A."", ""85' Kokalovic E. Torje G."", ""90+1' Findikli V. Djalma""]","[""54' Zengin E. Aydogdu S."", ""85' Waris M. Dursun S."", ""89' Yilmaz S. Hurmaci O.""]","[""36' Turan A."", ""80' Djalma"", ""83' Rangelov D.""]",[],[],[],Gocek H.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Galatasaray,Kardemir Karabuk,4,2,2014/2015,05.04,16:00,1 - 0,3 - 2,"[""26' 1 - 0 Oztekin Y."", ""48' 2 - 0 Sneijder W."", ""59' 3 - 0 Bulut U. (Bruma)"", ""90' 4 - 2 Sneijder W. (Adin O.)""]","[""71' 3 - 1 Balta H. (Own goal)"", ""86' 3 - 2 Ozcal F. (Incedemir Y.)""]","[""78' Colak E. Bruma"", ""88' Adin O. Oztekin Y.""]","[""61' Kas E. Ozek A."", ""67' Ayik O. Traore A.""]","[""52' Telles A.""]",[],[],[],Ozkalfa T.  (Tur),Rams Park  (Istanbul),53 798,
Turkey,super-lig,Akhisarspor,Gaziantepspor,3,0,2014/2015,05.04,13:00,1 - 0,2 - 0,"[""14' 1 - 0 Vaz Te R."", ""70' 2 - 0 Vaz Te R. (Unlu T.)"", ""88' 3 - 0 Kisa B. (Vaz Te R.)""]",[],"[""59' Kosnek P. Keles K."", ""79' Zokora D. LuaLua L."", ""90+1' Konuk I. Douglao""]","[""21' Durak M. Vranjes O."", ""46' Birnican E. Karcemarskas Z."", ""69' Ayaz F. Nefiz E.""]","[""42' Douglao"", ""56' Custodio""]",[],[],[],Abay S.  (Tur),,,
