Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,home_team_substitution_why,referee,venue,capacity,attendance
Italy,serie-a,Palermo,Juventus,2,1,2010/2011,02.02,21:45,2 - 1,0 - 0,"[""7'"", ""20'""]","['1 - 0', '2 - 0']","['Miccoli F.', 'Migliaccio G.']","['(Pastore J.)', '(Cassani M.)']",[],[],[],[],[],[],[],"[""34'""]",['Marchisio C.'],[],[],[],[],[],[],[],"[""11'""]",['Darmian M.'],['Balzaretti F.'],['-'],[],[],[],[],Morganti E.  (Ita),Stadio Renzo Barbera  (Palermo),36 349,
Italy,serie-a,Parma,Lecce,0,1,2010/2011,02.02,21:45,,,[],[],[],[],[],[],[],[],"[""28'""]",['Candreva A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Russo C.  (Ita),Stadio Ennio Tardini  (Parma),27 906,
Italy,serie-a,Sampdoria,Cagliari,0,1,2010/2011,02.02,21:45,0 - 1,0 - 0,[],[],[],[],"[""37'""]",['0 - 1'],['Nainggolan R.'],['-'],"[""42'""]",['Poli A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Peruzzo S.  (Ita),,,
Italy,serie-a,Udinese,Bologna,1,1,2010/2011,02.02,21:45,0 - 0,1 - 1,"[""77'""]",['1 - 1'],['Domizzi M.'],['(Di Natale A.)'],"[""64'""]",['0 - 1'],['Di Vaio M.'],['(Meggiorini R.)'],[],[],[],"[""77'""]",['Ekdal A.'],[],[],[],[],[],[],[],"[""69'"", ""69'""]","['Abdi A.', 'Cuadrado J.']","['Pinzi G.', 'Isla M.']","['-', '-']","[""72'""]",['Casarini F.'],['Della Rocca F.'],['-'],Doveri D.  (Ita),Bluenergy Stadium - Stadio Friuli  (Udine),25 144,
Italy,serie-a,AC Milan,Lazio,0,0,2010/2011,01.02,21:45,0 - 0,0 - 0,[],[],[],[],[],[],[],[],"[""59'""]",['Oddo M.'],[],[],[],[],[],[],[],[],[],[],"[""46'""]",['Legrottaglie N.'],['Bonera D.'],['-'],[],[],[],[],Damato A.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Juventus,Udinese,1,2,2010/2011,30.01,21:45,,,[],[],[],[],[],[],[],[],[],[],[],"[""28'""]",['Sanchez A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Giannoccaro A.  (Ita),Stadio Olimpico di Torino  (Turin),28 177,
Italy,serie-a,Cagliari,Bari,2,1,2010/2011,30.01,16:00,2 - 1,0 - 0,"[""8'"", ""12'""]","['1 - 0', '2 - 0']","['Matri A.', 'Matri A.']","['(Missiroli S.)', '(Canini M.)']","[""14'""]",['2 - 1'],['Okaka S.'],['-'],[],[],[],"[""37'""]",['Donati M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Orsato D.  (Ita),Stadio Sant'Elia  (Cagliari),16 000,
Italy,serie-a,Genoa,Parma,3,1,2010/2011,30.01,16:00,,,"[""16'""]",['1 - 0'],['Palacio R.'],['(Penalty)'],[],[],[],[],"[""26'""]",['Milanetto O.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Pierpaoli N.  (Ita),Stadio Luigi Ferraris  (Genoa),36 599,
Italy,serie-a,Inter,Palermo,3,2,2010/2011,30.01,16:00,0 - 2,3 - 0,[],[],[],[],"[""5'""]",['0 - 1'],['Miccoli F.'],['(Cassani M.)'],[],[],[],"[""32'""]",['Bacinovic A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rizzoli N.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Lecce,Cesena,1,1,2010/2011,30.01,16:00,1 - 0,0 - 1,"[""11'""]",['1 - 0'],['Corvia D.'],['(Giacomazzi G.)'],[],[],[],[],[],[],[],"[""39'""]",['Lauro M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Bergonzi M.  (Ita),Stadio Via del Mare  (Lecce),40 670,
Italy,serie-a,Napoli,Sampdoria,4,0,2010/2011,30.01,16:00,2 - 0,2 - 0,"[""16'""]",['1 - 0'],['Cavani E.'],['(Lavezzi E.)'],[],[],[],[],"[""24'""]",['Yebda H.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rocchi G.  (Ita),Stadio Diego Armando Maradona  (Naples),54 726,
Italy,serie-a,Brescia,Chievo,0,3,2010/2011,30.01,13:30,,,[],[],[],[],[],[],[],[],[],[],[],"[""17'""]",['Fernandes G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Brighi C.  (Ita),Stadio Mario Rigamonti  (Brescia),19 500,
Italy,serie-a,Catania,AC Milan,0,2,2010/2011,29.01,21:45,,,[],[],[],[],[],[],[],[],[],[],[],"[""20'""]",['Merkel A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Tagliavento P.  (Ita),Stadio Angelo Massimino  (Catania),23 266,
Italy,serie-a,Lazio,Fiorentina,2,0,2010/2011,29.01,19:00,0 - 0,2 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""10'""]",['Gulan N.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],De Marco A.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,AC Milan,Cesena,2,0,2010/2011,23.01,21:45,1 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""12'""]",['Caserta F.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Romeo A.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Bari,Napoli,0,2,2010/2011,23.01,16:00,,,[],[],[],[],"[""38'""]",['0 - 1'],['Lavezzi E.'],['(Cavani E.)'],"[""42'""]",['Parisi A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Mazzoleni P.  (Ita),,,
Italy,serie-a,Bologna,Lazio,3,1,2010/2011,23.01,16:00,2 - 1,1 - 0,[],[],[],[],"[""5'""]",['0 - 1'],['Floccari S.'],['(Hernanes)'],[],[],[],"[""31'""]",['Scaloni L.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rocchi G.  (Ita),Stadio Renato Dall'Ara  (Bologna),38 279,
Italy,serie-a,Chievo,Genoa,0,0,2010/2011,23.01,16:00,,,[],[],[],[],[],[],[],[],"[""47'""]",['Cesar B.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Damato A.  (Ita),Stadio Marc'Antonio Bentegodi  (Verona),39 211,
Italy,serie-a,Fiorentina,Lecce,1,1,2010/2011,23.01,16:00,,,[],[],[],[],"[""29'""]",['0 - 1'],['Di Michele D.'],['(Olivera R.)'],"[""40'""]",['Pasqual M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Massa D.  (Ita),Stadio Artemio Franchi  (Florence),43 147,
Italy,serie-a,Sampdoria,Juventus,0,0,2010/2011,23.01,16:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""23'""]",['Motta M.'],[],[],[],[],[],[],[],"[""12'""]",['Accardi P.'],['Lucchini S.'],['-'],"[""3'""]",['Grosso F.'],['Traore A.'],['-'],Valeri P.  (Ita),Stadio Luigi Ferraris  (Genoa),36 599,
Italy,serie-a,Udinese,Inter,3,1,2010/2011,23.01,13:30,2 - 1,1 - 0,"[""21'"", ""25'""]","['1 - 1', '2 - 1']","['Zapata C.', 'Di Natale A.']","['(Domizzi M.)', '-']","[""16'""]",['0 - 1'],['Stankovic D.'],['(Motta T.)'],[],[],[],"[""57'""]",['Motta T.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Morganti E.  (Ita),Bluenergy Stadium - Stadio Friuli  (Udine),25 144,
Italy,serie-a,AS Roma,Cagliari,3,0,2010/2011,22.01,21:45,,,[],[],[],[],[],[],[],[],[],[],[],"[""6'""]",['Conti D.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Gava G.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,Palermo,Brescia,1,0,2010/2011,22.01,19:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""33'""]",['Caracciolo A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Gervasoni A.  (Ita),Stadio Renzo Barbera  (Palermo),36 349,
Italy,serie-a,Parma,Catania,2,0,2010/2011,22.01,19:00,0 - 0,2 - 0,[],[],[],[],[],[],[],[],"[""35'""]",['Zaccardo C.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Peruzzo S.  (Ita),Stadio Ennio Tardini  (Parma),27 906,
Italy,serie-a,Inter,Cesena,3,2,2010/2011,19.01,21:45,3 - 2,0 - 0,"[""14'"", ""16'""]","['1 - 0', '2 - 0']","[""Eto'o S."", 'Milito D.']","['(Milito D.)', '(Pandev G.)']","[""23'"", ""29'""]","['2 - 1', '2 - 2']","['Bogdani E.', 'Giaccherini E.']","['(Ceccarelli L.)', '(Jimenez L.)']","[""36'""]",['Materazzi M.'],[],[],[],[],[],[],[],[],[],[],"[""20'""]",['Biabiany J.'],['Milito D.'],['-'],[],[],[],[],Russo C.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Lecce,AC Milan,1,1,2010/2011,16.01,21:45,0 - 0,1 - 1,[],[],[],[],"[""49'""]",['0 - 1'],['Ibrahimovic Z.'],['(Nesta A.)'],[],[],[],"[""73'""]",['Nesta A.'],[],[],[],[],[],[],[],"[""57'"", ""68'""]","['Giacomazzi G.', 'Corvia D.']","['Grossmuller C.', 'Jeda']","['-', '-']","[""72'""]",['Cassano A.'],['Alexandre Pato'],['-'],De Marco A.  (Ita),Stadio Via del Mare  (Lecce),40 670,
Italy,serie-a,Brescia,Parma,2,0,2010/2011,16.01,16:00,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""28'""]",['Paci M.'],[],[],[],[],[],[],[],[],[],Bergonzi M.  (Ita),Stadio Mario Rigamonti  (Brescia),19 500,
Italy,serie-a,Catania,Chievo,1,1,2010/2011,16.01,16:00,1 - 0,0 - 1,[],[],[],[],[],[],[],[],[],[],[],"[""28'""]",['Mantovani A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Celi D.  (Ita),Stadio Angelo Massimino  (Catania),23 266,
Italy,serie-a,Cesena,AS Roma,0,1,2010/2011,16.01,16:00,,,[],[],[],[],[],[],[],[],"[""37'""]",['Colucci G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Giannoccaro A.  (Ita),Stadio Dino Manuzzi  (Cesena),23 860,
Italy,serie-a,Genoa,Udinese,2,4,2010/2011,16.01,16:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""18'""]",['Zapata C.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Guida M.  (Ita),Stadio Luigi Ferraris  (Genoa),36 599,
Italy,serie-a,Juventus,Bari,2,1,2010/2011,16.01,16:00,1 - 0,1 - 1,[],[],[],[],[],[],[],[],[],[],[],"[""39'""]",['Donati M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Brighi C.  (Ita),Stadio Olimpico di Torino  (Turin),28 177,
Italy,serie-a,Lazio,Sampdoria,1,0,2010/2011,16.01,16:00,0 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""39'""]",['Dessena D.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rizzoli N.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,Cagliari,Palermo,3,1,2010/2011,16.01,13:30,1 - 0,2 - 1,[],[],[],[],[],[],[],[],"[""9'""]",['Conti D.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Tagliavento P.  (Ita),Stadio Sant'Elia  (Cagliari),16 000,
Italy,serie-a,Inter,Bologna,4,1,2010/2011,15.01,21:45,2 - 0,2 - 1,"[""20'"", ""30'"", ""63'"", ""72'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Stankovic D.', 'Milito D.', ""Eto'o S."", ""Eto'o S.""]","[""(Eto'o S.)"", '(Motta T.)', '(Milito D.)', '-']","[""77'""]",['4 - 1'],['Gimenez H.'],['-'],[],[],[],[],[],[],[],[],[],[],[],[],"[""68'"", ""75'"", ""86'""]","['Mariga M.', 'Pandev G.', 'Santon D.']","['Motta T.', ""Eto'o S."", 'Zanetti J.']","['-', '-', '-']","[""50'"", ""74'"", ""81'""]","['Gimenez H.', 'Casarini F.', 'Busce A.']","['Mudingayi G.', 'Ekdal A.', 'Ramirez G.']","['-', '-', '-']",Gava G.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Napoli,Fiorentina,0,0,2010/2011,15.01,19:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],"[""86'""]",['Campagnaro H.'],[],[],[],[],[],[],[],[],[],[],"[""27'"", ""55'""]","['Aronica S.', 'Yebda H.']","['Grava G.', 'Sosa J.']","['-', '-']","[""68'"", ""78'"", ""84'""]","['Marchionni M.', 'Babacar K.', 'Bolatti M.']","['Montolivo R.', 'Gilardino A.', 'Ljajic A.']","['-', '-', '-']",Banti L.  (Ita),Stadio Diego Armando Maradona  (Naples),54 726,
Italy,serie-a,Napoli,Juventus,3,0,2010/2011,09.01,21:45,2 - 0,1 - 0,"[""20'"", ""27'""]","['1 - 0', '2 - 0']","['Cavani E.', 'Cavani E.']","['(Maggio C.)', '(Dossena A.)']",[],[],[],[],[],[],[],"[""41'""]",['Traore A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Morganti E.  (Ita),Stadio Diego Armando Maradona  (Naples),54 726,
Italy,serie-a,AC Milan,Udinese,4,4,2010/2011,09.01,16:00,,,[],[],[],[],"[""35'""]",['0 - 1'],['Di Natale A.'],['-'],[],[],[],"[""40'""]",['Inler G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Valeri P.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Bari,Bologna,0,2,2010/2011,09.01,16:00,0 - 1,0 - 1,[],[],[],[],"[""38'""]",['0 - 1'],['Ekdal A.'],['(Ramirez G.)'],"[""54'""]",['Gazzi A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""21'""]",['Esposito A.'],['Moras V.'],['-'],Russo C.  (Ita),Stadio San Nicola  (Bari),58 270,
Italy,serie-a,Catania,Inter,1,2,2010/2011,09.01,16:00,0 - 0,1 - 2,"[""71'""]",['1 - 0'],['Papu Gomez'],['-'],[],[],[],[],"[""73'""]",['Papu Gomez'],[],[],[],[],[],[],[],[],[],[],"[""51'""]",['Martinho R.'],['Llama C.'],['-'],"[""66'""]",['Pandev G.'],['Chivu C.'],['-'],Damato A.  (Ita),Stadio Angelo Massimino  (Catania),23 266,
Italy,serie-a,Cesena,Genoa,0,0,2010/2011,09.01,16:00,0 - 0,0 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""90+3'""]",['Destro M.'],[],[],[],[],[],[],[],"[""57'"", ""65'"", ""72'""]","['Caserta F.', 'Bogdani E.', 'Appiah S.']","['Parolo M.', 'Budan I.', 'Sammarco P.']","['-', '-', '-']","[""60'"", ""85'""]","['Sculli G.', 'Veloso M.']","['Jankovic B.', 'Kharja H.']","['-', '-']",Gervasoni A.  (Ita),Stadio Dino Manuzzi  (Cesena),23 860,
Italy,serie-a,Chievo,Palermo,0,0,2010/2011,09.01,16:00,,,[],[],[],[],[],[],[],[],"[""8'""]",['Rigoni L.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Peruzzo S.  (Ita),Stadio Marc'Antonio Bentegodi  (Verona),39 211,
Italy,serie-a,Fiorentina,Brescia,3,2,2010/2011,09.01,16:00,,,[],[],[],[],"[""30'""]",['0 - 1'],['Diamanti A.'],['(Kone P.)'],[],[],[],"[""40'""]",['Kone P.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Mazzoleni P.  (Ita),Stadio Artemio Franchi  (Florence),43 147,
Italy,serie-a,Lazio,Lecce,1,2,2010/2011,09.01,16:00,,,"[""47'""]",['1 - 1'],['Mauri S.'],['-'],"[""39'""]",['0 - 1'],['Muslera F.'],['(Own goal)'],"[""58'""]",['Mauri S.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""37'""]",['Corvia D.'],['Ofere E.'],['-'],Pierpaoli N.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,Parma,Cagliari,1,2,2010/2011,09.01,16:00,0 - 2,1 - 0,[],[],[],[],"[""22'"", ""32'""]","['0 - 1', '0 - 2']","['Acquafresca R.', 'Acquafresca R.']","['-', '(Cossu A.)']",[],[],[],"[""40'""]",['Cossu A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Candussio R.  (Ita),Stadio Ennio Tardini  (Parma),27 906,
Italy,serie-a,"Sampdoria
2",AS Roma,2,1,2010/2011,09.01,13:30,,,[],[],[],[],[],[],[],[],"[""7'""]",['Gastaldello D.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rocchi G.  (Ita),Stadio Luigi Ferraris  (Genoa),36 599,
Italy,serie-a,Inter,Napoli,3,1,2010/2011,06.01,21:45,2 - 1,1 - 0,"[""3'""]",['1 - 0'],['Motta T.'],['(Stankovic D.)'],[],[],[],[],"[""6'""]",['Chivu C.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rocchi G.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,AS Roma,Catania,4,2,2010/2011,06.01,16:00,1 - 2,3 - 0,"[""5'""]",['1 - 0'],['Borriello M.'],['-'],"[""29'"", ""38'""]","['1 - 1', '1 - 2']","['Silvestre M.', 'Lopez M.']","['(Llama C.)', '(Papu Gomez)']",[],[],[],"[""45+1'""]",['Ledesma P.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Brighi C.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,Bologna,Fiorentina,1,1,2010/2011,06.01,16:00,1 - 0,0 - 1,"[""4'""]",['1 - 0'],['Di Vaio M.'],['(Casarini F.)'],[],[],[],[],[],[],[],"[""56'""]",['Marchionni M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Giannoccaro A.  (Ita),Stadio Renato Dall'Ara  (Bologna),38 279,
Italy,serie-a,Brescia,Cesena,1,2,2010/2011,06.01,16:00,0 - 2,1 - 0,[],[],[],[],[],[],[],[],"[""32'""]",['Zebina J.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Banti L.  (Ita),Stadio Mario Rigamonti  (Brescia),19 500,
Italy,serie-a,Cagliari,AC Milan,0,1,2010/2011,06.01,16:00,0 - 0,0 - 1,[],[],[],[],[],[],[],[],"[""54'""]",['Pisano F.'],[],[],[],[],[],[],[],[],[],[],"[""48'""]",['Biondini D.'],['Lazzari A.'],['-'],[],[],[],[],Rizzoli N.  (Ita),Stadio Sant'Elia  (Cagliari),16 000,
Italy,serie-a,Genoa,Lazio,0,0,2010/2011,06.01,16:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""42'""]",['Dias A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Romeo A.  (Ita),Stadio Luigi Ferraris  (Genoa),36 599,
Italy,serie-a,Lecce,Bari,0,1,2010/2011,06.01,16:00,0 - 0,0 - 1,[],[],[],[],[],[],[],[],"[""34'""]",['Giacomazzi G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Tagliavento P.  (Ita),Stadio Via del Mare  (Lecce),40 670,
Italy,serie-a,Palermo,Sampdoria,3,0,2010/2011,06.01,16:00,,,[],[],[],[],[],[],[],[],"[""28'""]",['Cassani M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Celi D.  (Ita),Stadio Renzo Barbera  (Palermo),36 349,
Italy,serie-a,Udinese,Chievo,2,0,2010/2011,06.01,16:00,,,"[""14'""]",['1 - 0'],['Sanchez A.'],['(Domizzi M.)'],[],[],[],[],"[""20'""]",['Pinzi G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Gava G.  (Ita),Bluenergy Stadium - Stadio Friuli  (Udine),25 144,
Italy,serie-a,Juventus,Parma,1,4,2010/2011,06.01,13:30,0 - 1,1 - 3,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""17'""]",['Felipe Melo'],[],[],[],[],"[""5'""]",['Amauri'],['Quagliarella F.'],['-'],[],[],[],[],De Marco A.  (Ita),Stadio Olimpico di Torino  (Turin),28 177,
Italy,serie-a,Bari,Palermo,1,1,2010/2011,19.12,16:00,,,[],[],[],[],[],[],[],[],"[""17'""]",['Rossi M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rizzoli N.  (Ita),Stadio San Nicola  (Bari),58 270,
Italy,serie-a,Catania,Brescia,1,0,2010/2011,19.12,16:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""29'""]",['Martinez G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Orsato D.  (Ita),Stadio Angelo Massimino  (Catania),23 266,
Italy,serie-a,Chievo,Juventus,1,1,2010/2011,19.12,16:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""15'""]",['Chiellini G.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Bergonzi M.  (Ita),Stadio Marc'Antonio Bentegodi  (Verona),39 211,
Italy,serie-a,Napoli,Lecce,1,0,2010/2011,19.12,16:00,0 - 0,1 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""25'""]",['Fabiano'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Celi D.  (Ita),Stadio Diego Armando Maradona  (Naples),54 726,
Italy,serie-a,Parma,Bologna,0,0,2010/2011,19.12,16:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""31'""]",['Meggiorini R.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Russo C.  (Ita),Stadio Ennio Tardini  (Parma),27 906,
Italy,serie-a,Lazio,Udinese,3,2,2010/2011,19.12,13:30,,,"[""2'"", ""52'""]","['1 - 0', '2 - 1']","['Hernanes', 'Biava G.']","['(Rocchi T.)', '(Dias A.)']","[""50'"", ""61'""]","['1 - 1', '2 - 2']","['Sanchez A.', 'Denis G.']","['(Di Natale A.)', '(Isla M.)']",[],[],[],"[""68'""]",['Coda A.'],[],[],[],[],[],[],[],[],[],[],[],"[""60'""]",['Denis G.'],['Asamoah K.'],['-'],Gervasoni A.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,AC Milan,AS Roma,0,1,2010/2011,18.12,21:45,,,[],[],[],[],[],[],[],[],[],[],[],"[""22'""]",['Brighi M.'],[],[],[],[],[],[],[],"[""22'""]",['Seedorf C.'],['Pirlo A.'],['-'],[],[],[],[],Damato A.  (Ita),Stadio Giuseppe Meazza (San Siro)  (Milan),80 018,
Italy,serie-a,Cesena,Cagliari,1,0,2010/2011,18.12,19:00,,,[],[],[],[],[],[],[],[],"[""13'""]",['Bogdani E.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Mazzoleni P.  (Ita),Stadio Dino Manuzzi  (Cesena),23 860,
Italy,serie-a,Juventus,Lazio,2,1,2010/2011,12.12,21:45,1 - 1,1 - 0,"[""3'""]",['1 - 0'],['Chiellini G.'],['(Aquilani A.)'],"[""14'""]",['1 - 1'],['Zarate M.'],['-'],[],[],[],"[""53'""]",['Brocchi C.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Tagliavento P.  (Ita),Stadio Olimpico di Torino  (Turin),28 177,
Italy,serie-a,AS Roma,Bari,1,0,2010/2011,12.12,16:00,1 - 0,0 - 0,[],[],[],[],[],[],[],[],"[""5'""]",['Greco L.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Romeo A.  (Ita),Stadio Olimpico  (Rome),70 634,
Italy,serie-a,Brescia,Sampdoria,1,0,2010/2011,12.12,16:00,,,"[""13'""]",['1 - 0'],['Cordova N.'],['-'],[],[],[],[],"[""14'""]",['Cordova N.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Giannoccaro A.  (Ita),Stadio Mario Rigamonti  (Brescia),19 500,
Italy,serie-a,Cagliari,"Catania
2",3,0,2010/2011,12.12,16:00,2 - 0,1 - 0,"[""11'"", ""27'""]","['1 - 0', '2 - 0']","['Nene', 'Nene']","['(Matri A.)', '(Agostini A.)']",[],[],[],[],"[""33'""]",['Nene'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Tommasi D.  (Ita),Stadio Sant'Elia  (Cagliari),16 000,
Italy,serie-a,Lecce,Chievo,3,2,2010/2011,12.12,16:00,,,"[""16'"", ""45+1'""]","['1 - 0', '2 - 0']","['Ofere E.', 'Piatti I.']","['(Olivera R.)', '(Munari G.)']",[],[],[],[],"[""53'""]",['Rosati A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""46'""]",['Moscardelli D.'],['Granoche P.'],['-'],Banti L.  (Ita),Stadio Via del Mare  (Lecce),40 670,
Italy,serie-a,Bologna,AC Milan,0,3,2010/2011,12.12,13:30,0 - 2,0 - 1,[],[],[],[],"[""9'""]",['0 - 1'],['Boateng K.'],['(Ibrahimovic Z.)'],[],[],[],"[""10'""]",['Boateng K.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Rocchi G.  (Ita),Stadio Renato Dall'Ara  (Bologna),38 279,
Italy,serie-a,Genoa,Napoli,0,1,2010/2011,11.12,21:45,0 - 1,0 - 0,[],[],[],[],"[""25'""]",['0 - 1'],['Hamsik M.'],['(Gargano W.)'],[],[],[],"[""31'""]",['Campagnaro H.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Brighi C.  (Ita),Stadio Luigi Ferraris  (Genoa),36 599,
Italy,serie-a,Palermo,Parma,3,1,2010/2011,11.12,19:00,,,[],[],[],[],"[""7'""]",['0 - 1'],['Lucarelli A.'],['(Giovinco S.)'],[],[],[],"[""30'""]",['Angelo M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Gava G.  (Ita),Stadio Renzo Barbera  (Palermo),36 349,
Italy,serie-a,Udinese,Fiorentina,2,1,2010/2011,11.12,19:00,0 - 1,2 - 0,[],[],[],[],[],[],[],[],[],[],[],"[""17'""]",['Mutu A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],De Marco A.  (Ita),Bluenergy Stadium - Stadio Friuli  (Udine),25 144,
Italy,serie-a,Bologna,Chievo,2,1,2010/2011,08.12,16:00,1 - 0,1 - 1,[],[],[],[],[],[],[],[],"[""11'""]",['Della Rocca F.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Guida M.  (Ita),Stadio Renato Dall'Ara  (Bologna),38 279,
