Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,home_team_substitution_why,referee,venue,capacity,attendance
England,premier-league,Southampton,Nottingham,0,1,2024/2025,24.08,17:00,0 - 0,0 - 1,[],[],[],[],"[""70'""]",['0 - 1'],['Gibbs-White M.'],['-'],"[""11'"", ""29'"", ""82'""]","['Armstrong A.', 'Downes F.', 'Bednarek J.']","['(Roughing)', '(Roughing)', '(Holding)']","[""20'"", ""54'"", ""61'"", ""88'""]","['Espirito Santo N.', 'Sangare I.', 'Wood Ch.', 'Dominguez N.']","['(Not on pitch)', '(Roughing)', '(Tripping)', '(Tripping)']",[],[],[],[],[],[],"[""71'"", ""72'"", ""76'"", ""76'"", ""84'""]","['Edozie S.', 'Archer C.', 'Taylor C.', 'Fernandes M.', 'Dibling T.']","['Armstrong A.', 'Sugawara Y.', 'Aribo J.', 'Stephens J.', 'Smallbone W.']","['-', '-', '-', '-', '-']","[""66'"", ""75'"", ""76'"", ""90+2'"", ""90+2'""]","['Yates R.', 'Dominguez N.', 'Awoniyi T.', 'Boly W.', 'Jota Silva']","['Sangare I.', 'Anderson E.', 'Wood Ch.', 'Hudson-Odoi C.', 'Gibbs-White M.']","['-', '-', '-', '-', '-']",Barrott S.  (Eng),St. Mary's Stadium  (Southampton),32 384,31 150
England,premier-league,Tottenham,Everton,4,0,2024/2025,24.08,17:00,2 - 0,2 - 0,"[""14'"", ""25'"", ""71'"", ""77'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Bissouma Y.', 'Son Heung-Min', 'Romero C.', 'Son Heung-Min']","['(Kulusevski D.)', '-', '(Maddison J.)', '(van de Ven M.)']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""66'"", ""67'"", ""73'"", ""73'"", ""79'""]","['Richarlison', 'Sarr P. M.', 'Gray A.', 'Spence D.', 'Bergvall L.']","['Odobert W.', 'Kulusevski D.', 'Bissouma Y.', 'Udogie D.', 'Maddison J.']","['-', '-', '-', '(Injury)', '-']","[""57'"", ""57'"", ""72'"", ""90+1'""]","['Lindstrom J.', 'Ndiaye I.', 'Beto', 'Armstrong H.']","['Harrison J.', 'Doucoure A.', 'Calvert-Lewin D.', 'Gueye I.']","['-', '-', '-', '-']",Taylor A.  (Eng),Tottenham Hotspur Stadium  (London),62 850,61 357
England,premier-league,Brighton,Manchester Utd,2,1,2024/2025,24.08,14:30,1 - 0,1 - 1,"[""32'"", ""90+5'""]","['1 - 0', '2 - 1']","['Welbeck D.', 'Joao Pedro']","['(Mitoma K.)', '(Adingra S.)']","[""60'""]",['1 - 1'],['Diallo A.'],['(Mazraoui N.)'],"[""89'""]",['van Hecke J. P.'],['(Roughing)'],"[""75'"", ""78'""]","['Diallo A.', 'Mainoo K.']","['(Foul)', '(Foul)']",[],[],[],[],[],[],"[""73'"", ""79'"", ""90'"", ""90'"", ""90'""]","['Baleba C.', 'Enciso J.', 'Ayari Y.', 'Rutter G.', 'Adingra S.']","['Milner J.', 'Welbeck D.', 'Gilmour B.', 'Minteh Y.', 'Mitoma K.']","['-', '-', '-', '-', '-']","[""46'"", ""65'"", ""79'"", ""79'"", ""90'""]","['Zirkzee J.', 'Garnacho A.', 'McTominay S.', 'de Ligt M.', 'Antony']","['Mount M.', 'Rashford M.', 'Fernandes B.', 'Maguire H.', 'Diallo A.']","['-', '-', '-', '-', '-']",Pawson C.  (Eng),Amex Stadium  (Brighton),31 876,31 537
England,premier-league,Leicester,Tottenham,1,1,2024/2025,19.08,22:00,0 - 1,1 - 0,"[""57'""]",['1 - 1'],['Vardy J.'],['(Fatawu I.)'],"[""29'""]",['0 - 1'],['Porro P.'],['(Maddison J.)'],"[""90+8'""]",['Faes W.'],['(Foul)'],"[""64'""]",['Bentancur R.'],['(Foul)'],[],[],[],[],[],[],"[""79'"", ""79'"", ""86'""]","['Mavididi S.', 'Soumare B.', 'McAteer K.']","['Vardy J.', 'Buonanotte F.', 'De Cordova-Reid B.']","['-', '-', '-']","[""78'"", ""78'"", ""78'"", ""79'"", ""90+2'"", ""90+2'""]","['Gray A.', 'Bergvall L.', 'Werner T.', 'Kulusevski D.', 'Spence D.', 'Richarlison']","['Bentancur R.', 'Sarr P. M.', 'Johnson B.', 'Maddison J.', 'Porro P.', 'Son Heung-Min']","['(Injury)', '-', '-', '-', '(Injury)', '-']",Kavanagh C.  (Eng),King Power Stadium  (Leicester),32 261,31 977
England,premier-league,Chelsea,Manchester City,0,2,2024/2025,18.08,18:30,0 - 1,0 - 1,[],[],[],[],"[""18'"", ""84'""]","['0 - 1', '0 - 2']","['Haaland E.', 'Kovacic M.']","['(Silva B.)', '-']","[""89'""]",['Caicedo M.'],['(Tripping)'],"[""66'""]",['Haaland E.'],['(Roughing)'],[],[],[],[],[],[],"[""58'"", ""67'"", ""67'"", ""80'""]","['Neto P.', 'Guiu M.', 'Dewsbury-Hall K.', 'Veiga R.']","['Nkunku C.', 'Jackson N.', 'Lavia R.', 'Cucurella M.']","['-', '-', '-', '(Injury)']","[""46'""]",['Foden P.'],['Savinho'],['-'],Taylor A.  (Eng),Stamford Bridge  (London),40 341,39 818
England,premier-league,Brentford,Crystal Palace,2,1,2024/2025,18.08,16:00,1 - 0,1 - 1,"[""29'"", ""76'""]","['1 - 0', '2 - 1']","['Mbeumo B.', 'Wissa Y.']","['(Wissa Y.)', '-']","[""56'""]",['1 - 1'],['Pinnock E.'],['(Munoz D.)'],"[""20'""]",['Wissa Y.'],['(Tripping)'],"[""22'"", ""45+1'"", ""58'"", ""65'"", ""90+1'""]","['Andersen J.', 'Guehi M.', 'Richards C.', 'Kamada D.', 'Ayew J.']","['(Roughing)', '(Roughing)', '(Foul)', '(Holding)', '(Roughing)']",[],[],[],[],[],[],"[""74'"", ""74'"", ""84'"", ""84'"", ""90'""]","['Lewis-Potter K.', 'Damsgaard M.', 'Carvalho F.', 'Onyeka F.', 'Mee B.']","['Schade K.', 'Janelt V.', 'Wissa Y.', 'Jensen M.', 'Mbeumo B.']","['-', '-', '-', '-', '-']","[""46'"", ""70'"", ""74'"", ""84'"", ""84'""]","['Edouard O.', 'Ayew J.', 'Lerma J.', 'Doucoure C.', 'Sarr I.']","['Mateta J.', 'Kamada D.', 'Wharton A.', 'Hughes W.', 'Richards C.']","['-', '-', '-', '-', '-']",Barrott S.  (Eng),Brentford Community Stadium  (London),17 250,16 988
England,premier-league,West Ham,Aston Villa,1,2,2024/2025,17.08,19:30,1 - 1,0 - 1,"[""37'""]",['1 - 1'],['Paqueta L.'],['(Penalty)'],"[""4'"", ""79'""]","['0 - 1', '1 - 2']","['Onana A.', 'Duran J.']","['(Tielemans Y.)', '(Ramsey J.)']","[""31'""]",['Paqueta L.'],['(Roughing)'],"[""8'"", ""90'""]","['Bailey L.', 'Philogene J.']","['(Tripping)', '(Roughing)']",[],[],[],[],[],[],"[""73'"", ""73'"", ""74'"", ""85'"", ""85'""]","['Fullkrug N.', 'Summerville C.', 'Ward-Prowse J.', 'Ings D.', 'Todibo J.']","['Antonio M.', 'Bowen J.', 'Paqueta L.', 'Rodriguez G.', 'Coufal V.']","['-', '-', '-', '-', '-']","[""62'"", ""62'"", ""74'"", ""74'"", ""82'""]","['Ramsey J.', 'Duran J.', 'Maatsen I.', 'Philogene J.', 'Nedeljkovic K.']","['McGinn J.', 'Watkins O.', 'Digne L.', 'Bailey L.', 'Cash M.']","['-', '-', '-', '-', '-']",Harrington T.  (Eng),London Stadium  (London),62 500,62 463
England,premier-league,Arsenal,Wolves,2,0,2024/2025,17.08,17:00,1 - 0,1 - 0,"[""25'"", ""74'""]","['1 - 0', '2 - 0']","['Havertz K.', 'Saka B.']","['(Saka B.)', '(Havertz K.)']",[],[],[],[],"[""60'"", ""88'""]","['Saka B.', 'Gabriel Jesus']","['(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']","[""23'"", ""38'""]","['Gomes J.', 'Toti']","['(Tripping)', '(Holding)']",[],[],[],[],[],[],"[""69'"", ""80'"", ""85'""]","['Timber J.', 'Trossard L.', 'Gabriel Jesus']","['Zinchenko O.', 'Saka B.', 'Rice D.']","['-', '-', '-']","[""57'"", ""75'"", ""84'"", ""84'"", ""84'""]","['Cunha M.', 'Podence D.', 'Chiquinho', 'Sarabia P.', 'Dawson C.']","['Bellegarde J.', 'Gomes R.', 'Larsen J. S.', 'Gomes J.', 'Ait-Nouri R.']","['-', '-', '-', '-', '-']",Gillett J.  (Aus),Emirates Stadium  (London),60 704,60 261
England,premier-league,Everton,Brighton,0,3,2024/2025,17.08,17:00,0 - 1,0 - 2,[],[],[],[],"[""26'"", ""56'"", ""87'""]","['0 - 1', '0 - 2', '0 - 3']","['Mitoma K.', 'Welbeck D.', 'Adingra S.']","['(Minteh Y.)', '(Wieffer M.)', '(Welbeck D.)']","[""77'""]",['Tarkowski J.'],['(Tripping)'],"[""31'""]",['Milner J.'],['(Tripping)'],"[""66'""]",['Young A.'],['(Holding)'],[],[],[],"[""63'"", ""76'"", ""85'""]","['Ndiaye I.', 'Beto', 'Holgate M.']","['Doucoure A.', 'Calvert-Lewin D.', 'Harrison J.']","['-', '-', '-']","[""45+2'"", ""76'"", ""82'"", ""82'"", ""90'""]","['Adingra S.', 'Webster A.', 'Sarmiento J.', 'Gilmour B.', 'Ayari Y.']","['Minteh Y.', 'Dunk L.', 'Joao Pedro', 'Milner J.', 'Mitoma K.']","['-', '-', '-', '-', '-']",Hooper S.  (Eng),Goodison Park  (Liverpool),39 572,39 217
England,premier-league,Newcastle,Southampton,1,0,2024/2025,17.08,17:00,1 - 0,0 - 0,"[""45'""]",['1 - 0'],['Joelinton'],['(Isak A.)'],[],[],[],[],"[""9'"", ""74'""]","['Hall L.', 'Burn D.']","['(Holding)', '(Roughing)']","[""28'"", ""45+3'"", ""73'"", ""90+4'""]","['Brereton Diaz B.', 'Stephens J.', 'Harwood-Bellis T.', 'Edozie S.']","['(Unsportsmanlike conduct)', '(Tripping)', '(Holding)', '(Roughing)']","[""28'""]",['Schar F.'],['(Unsportsmanlike conduct)'],[],[],[],"[""30'"", ""70'"", ""70'""]","['Krafth E.', 'Barnes H.', 'Kelly L.']","['Murphy J.', 'Gordon A.', 'Hall L.']","['-', '-', '-']","[""46'"", ""70'"", ""71'"", ""81'"", ""81'""]","['Edozie S.', 'Dibling T.', 'Archer C.', 'Alcaraz C.', 'Amo-Ameyaw S.']","['Sugawara Y.', 'Aribo J.', 'Brereton Diaz B.', 'Walker-Peters K.', 'Bednarek J.']","['-', '-', '-', '-', '-']",Pawson C.  (Eng),St. James' Park  (Newcastle),52 305,52 196
England,premier-league,Nottingham,Bournemouth,1,1,2024/2025,17.08,17:00,1 - 0,0 - 1,"[""23'""]",['1 - 0'],['Wood Ch.'],['-'],"[""86'""]",['1 - 1'],['Semenyo A.'],['-'],"[""49'""]",['Williams N.'],['(Tripping)'],"[""45+12'"", ""48'"", ""89'""]","['Cook L.', 'Kerkez M.', 'Kluivert J.']","['(Roughing)', '(Foul)', '(Holding)']",[],[],[],[],[],[],"[""15'"", ""54'"", ""54'"", ""72'"", ""73'""]","['Yates R.', 'Toffolo H.', 'Dominguez N.', 'Awoniyi T.', 'Anderson E.']","['Danilo', 'Aina O.', 'Elanga A.', 'Wood Ch.', 'Hudson-Odoi C.']","['(Injury)', '-', '-', '-', '-']","[""63'"", ""63'"", ""64'"", ""69'"", ""84'""]","['Christie R.', 'Araujo J.', 'Kluivert J.', 'Jebbison D.', 'Billing P.']","['Scott A.', 'Smith A.', 'Sinisterra L.', 'Ouattara Da.', 'Cook L.']","['-', '-', '-', '-', '-']",Oliver M.  (Eng),City Ground  (Nottingham),30 404,29 763
England,premier-league,Ipswich,Liverpool,0,2,2024/2025,17.08,14:30,0 - 0,0 - 2,[],[],[],[],"[""60'"", ""65'""]","['0 - 1', '0 - 2']","['Diogo Jota', 'Salah M.']","['(Salah M.)', '-']","[""6'"", ""13'"", ""24'""]","['Woolfenden L.', 'Hutchinson O.', 'Burns W.']","['(Holding)', '(Tripping)', '(Roughing)']","[""90+5'""]",['Gakpo C.'],['(Tripping)'],[],[],[],[],[],[],"[""57'"", ""65'"", ""65'"", ""74'"", ""74'""]","['Johnson B.', 'Taylor J.', 'Harness M.', 'Al-Hamadi A.', 'Szmodics S.']","['Burns W.', 'Luongo M.', 'Chaplin C.', 'Delap L.', 'Tuanzebe A.']","['-', '-', '-', '-', '-']","[""46'"", ""77'"", ""79'"", ""79'""]","['Konate I.', 'Bradley C.', 'Gakpo C.', 'Tsimikas K.']","['Quansah J.', 'Alexander-Arnold T.', 'Diogo Jota', 'Robertson A.']","['-', '-', '-', '-']",Robinson T.  (Eng),Portman Road  (Ipswich),29 673,30 014
England,premier-league,Manchester Utd,Fulham,1,0,2024/2025,16.08,22:00,0 - 0,1 - 0,"[""87'""]",['1 - 0'],['Zirkzee J.'],['(Garnacho A.)'],[],[],[],[],"[""18'"", ""40'""]","['Mount M.', 'Maguire H.']","['(Tripping)', '(Diving)']","[""25'"", ""70'"", ""73'""]","['Bassey C.', 'Pereira A.', 'Cairney T.']","['(Roughing)', '(Unsportsmanlike conduct)', '(Roughing)']",[],[],[],[],[],[],"[""61'"", ""61'"", ""81'"", ""81'"", ""84'""]","['Garnacho A.', 'Zirkzee J.', 'Evans J.', 'de Ligt M.', 'McTominay S.']","['Diallo A.', 'Mount M.', 'Maguire H.', 'Mazraoui N.', 'Mainoo K.']","['-', '-', '-', '-', '-']","[""64'"", ""78'"", ""78'"", ""90+1'"", ""90+1'""]","['Cairney T.', 'Jimenez R.', 'Wilson H.', 'Reed H.', 'Stansfield J.']","['Smith Rowe E.', 'Rodrigo Muniz', 'Traore A.', 'Pereira A.', 'Lukic S.']","['-', '-', '-', '-', '-']",Jones R.  (Eng),Old Trafford  (Manchester),75 635,73 297
Turkey,super-lig,Adanaspor AS,Fenerbahce,1,3,2016/2017,03.06,17:00,1 - 2,0 - 1,"[""6'""]",['1 - 0'],['Koman V.'],['(Penalty)'],"[""9'"", ""22'""]","['1 - 1', '1 - 2']","['Souza', 'Chahechouhe A.']","['(Chahechouhe A.)', '(Lens J.)']","[""86'""]",['Mauricio Ramos'],[],[],[],[],[],[],[],[],[],[],"[""74'"", ""81'""]","['Reynaldo', 'Kaplan F.']","['Ozdemir C.', 'Vinicius']","['-', '-']","[""18'"", ""64'"", ""74'""]","['Sen V.', 'Tufan O.', 'Emenike E.']","['Guveli Y.', 'Lens J.', 'Sow M.']","['-', '-', '-']",Ugurlu Y. K.  (Tur),5 Ocak Fatih Terim Stadyumu  (Adana),16 095,
Turkey,super-lig,Besiktas,Ankaraspor,4,0,2016/2017,03.06,17:00,,,"[""16'"", ""31'""]","['1 - 0', '2 - 0']","['Tosun C.', 'Tosic D.']","['(Erkin C.)', '(Tosun C.)']",[],[],[],[],[],[],[],"[""34'""]",['Luiz Carlos'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Kardesler A.  (Tur),Tupras Stadium  (Istanbul),42 590,36 865
Turkey,super-lig,Galatasaray,Konyaspor,2,1,2016/2017,03.06,17:00,1 - 0,1 - 1,"[""35'"", ""77'""]","['1 - 0', '2 - 1']","['Gumus S.', 'Gumus S.']","['(Podolski L.)', '(Linnes M.)']","[""63'""]",['1 - 1'],['Ay S.'],['-'],"[""16'""]",['Podolski L.'],['(Tripping)'],"[""56'""]",['Findikli V.'],['(Holding)'],[],[],[],[],[],[],"[""46'"", ""67'"", ""88'""]","['Josue', 'Oztekin Y.', 'Derdiyok E.']","['Sneijder W.', 'Podolski L.', 'Gumus S.']","['-', '-', '-']","[""64'"", ""64'"", ""81'""]","['Bajic R.', 'Milosevic D.', 'Douglas B.']","['Fofana M.', 'Mbamba M. K.', 'Hora I.']","['-', '-', '-']",Ozkahya H.  (Tur),Rams Park  (Istanbul),53 798,7 532
Turkey,super-lig,Rizespor,Alanyaspor,1,0,2016/2017,03.06,17:00,,,"[""45+3'""]",['1 - 0'],['Koc S.'],['(Penalty)'],[],[],[],[],"[""49'""]",['Yalcin R.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""46'""]",['Yalciner T.'],['Omeruo K.'],['-'],Ulusoy A.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,4 856
Turkey,super-lig,Trabzonspor,Bursaspor,1,2,2016/2017,03.06,17:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""5'""]",['Behich A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Aydinus F.  (Tur),Papara Park  (Trabzon),40 782,10 794
Turkey,super-lig,Kayserispor,Basaksehir,0,1,2016/2017,03.06,14:00,0 - 0,0 - 1,[],[],[],[],"[""70'""]",['0 - 1'],['Irtegun B.'],['(Adebayor E.)'],[],[],[],[],[],[],[],[],[],[],[],[],"[""60'"", ""69'"", ""84'""]","[""N'Guemo L."", 'Varela S.', 'Beytas E.']","['Mendes R.', 'Vural G.', 'Rotman R.']","['-', '-', '-']","[""70'"", ""75'"", ""84'""]","['Visca E.', 'Ozmert H.', 'Mossoro M.']","['Napoleoni S.', 'Tekdemir M.', 'Kahveci I. C.']","['-', '-', '-']",Simsek B.  (Tur),Kadir Has Stadium  (Kayseri),32 864,2 655
Turkey,super-lig,Antalyaspor,Gaziantepspor,4,1,2016/2017,02.06,20:00,,,[],[],[],[],[],[],[],[],"[""20'""]",['Celik Y.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Arslanboga S.  (Tur),Corendon Airlines Park  (Antalya),32 537,5 206
Turkey,super-lig,Akhisarspor,Kardemir Karabuk,2,3,2016/2017,02.06,17:00,1 - 0,1 - 3,"[""10'""]",['1 - 0'],['Cikalleshi S.'],['(Unlu T.)'],"[""48'"", ""58'"", ""76'""]","['1 - 1', '1 - 2', '1 - 3']","['Zec E.', 'Zec E.', 'Zec E.']","['-', '(Tanase C.)', '(Penalty)']","[""76'""]",['Custodio'],[],[],[],[],[],[],[],[],[],[],"[""59'"", ""69'""]","['Larsson D.', 'Celik M.']","['Ayik O.', 'Samardzic M.']","['-', '-']","[""71'""]",['Depe I.'],['Atik F.'],['-'],Sansalan A.  (Tur),Balikesir Ataturk Stadyumu  (Balikesir),15 800,716
Turkey,super-lig,Genclerbirligi,Kasimpasa,1,0,2016/2017,02.06,17:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""40'""]",['Sari V.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Simsek B.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,601
Turkey,super-lig,Alanyaspor,Galatasaray,2,3,2016/2017,29.05,20:00,,,"[""24'""]",['1 - 2'],['Vagner Love'],"[""(N'Sakala F.)""]","[""14'"", ""17'"", ""27'""]","['0 - 1', '0 - 2', '1 - 3']","['Bruma', 'Gumus S.', 'Gumus S.']","['(Sneijder W.)', '-', '(Linnes M.)']","[""30'""]",['Fernandes J.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Meler H. U.  (Tur),GAİN Park Stadyumu  (Alanya),10 128,4 577
Turkey,super-lig,Gaziantepspor,Besiktas,0,4,2016/2017,28.05,19:00,,,[],[],[],[],"[""6'""]",['0 - 1'],['Babel R.'],['(Ozyakup O.)'],"[""19'""]",['Nizam M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Kalkavan M.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Ankaraspor,Rizespor,1,2,2016/2017,28.05,16:00,,,"[""7'""]",['1 - 0'],['Maher A.'],['(Prochazka V.)'],[],[],[],[],[],[],[],"[""20'""]",['Petrucci D.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ozturk U.  (Tur),Osmanlı Stadyumu  (Ankara),18 029,1 351
Turkey,super-lig,Bursaspor,Genclerbirligi,1,2,2016/2017,28.05,16:00,,,"[""16'""]",['1 - 0'],['Jorquera C.'],['(Bakis S.)'],[],[],[],[],"[""44'""]",['Ozgenc E.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ulusoy A.  (Tur),Bursa Atatürk Stadyumu  (Bursa),25 661,8 895
Turkey,super-lig,Kardemir Karabuk,Kayserispor,2,2,2016/2017,28.05,16:00,,,"[""47'""]",['1 - 1'],['Deliktas S.'],['(Gulselam C.)'],"[""12'"", ""49'""]","['0 - 1', '1 - 2']","['Bulut U.', 'Turuc D.']","['(Kas E.)', '(Kas E.)']",[],[],[],"[""59'""]",['Mabiala L.'],[],[],[],[],[],[],[],"[""40'""]",['Dogan I.'],['Papp P.'],['-'],[],[],[],[],Birincioglu B.  (Tur),Dr. Necmettin Seyhoglu Stadium  (Karabuk),14 000,2 064
Turkey,super-lig,Fenerbahce,Trabzonspor,1,1,2016/2017,27.05,19:00,,,[],[],[],[],[],[],[],[],"[""15'""]",['Emenike E.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Palabiyik A.  (Tur),Ataturk Stadium  (Istanbul),74 753,8 636
Turkey,super-lig,Basaksehir,Adanaspor AS,2,1,2016/2017,27.05,18:00,,,"[""12'"", ""90+2'""]","['1 - 0', '2 - 1']","['Madureira D.', 'Napoleoni S.']","['-', '(Pektemek M.)']","[""30'""]",['1 - 1'],['Ozdemir C.'],['(Vinicius)'],"[""38'"", ""39'"", ""70'"", ""90+3'""]","['Belozoglu E.', 'Under C.', 'Holmen S.', 'Napoleoni S.']","['(Unsportsmanlike conduct)', '(Roughing)', '(Tripping)', '(Unsportsmanlike conduct)']","[""56'"", ""71'""]","['Foguinho Renan', 'Didi']","['(Foul)', '(Tripping)']","[""36'""]",['Madureira D.'],['(Unsportsmanlike conduct)'],[],[],[],"[""58'"", ""58'"", ""73'""]","['Pektemek M.', 'Visca E.', 'Ozmert H.']","['Kahveci I. C.', 'Under C.', 'Ucar U.']","['-', '-', '-']","[""62'"", ""80'"", ""90'""]","['Koman V.', 'Dereli A.', 'Kaplan F.']","['Bahcivan A.', 'Gueye M.', 'Ozdemir C.']","['-', '-', '-']",Ozkahya H.  (Tur),Basaksehir Fatih Terim Stadium  (Istanbul),17 156,17 300
Turkey,super-lig,Kasimpasa,Antalyaspor,0,3,2016/2017,27.05,16:00,,,[],[],[],[],[],[],[],[],[],[],[],"[""19'""]",['Etame M.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Simsek B.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,1 152
Turkey,super-lig,Konyaspor,Akhisarspor,0,3,2016/2017,27.05,16:00,,,[],[],[],[],[],[],[],[],"[""7'""]",['Ay S.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Tokat S.  (Tur),Konya Buyuksehir Belediye Stadium  (Konya),42 000,4 854
Turkey,super-lig,Akhisarspor,Alanyaspor,3,0,2016/2017,22.05,20:00,,,"[""11'""]",['1 - 0'],['Lopes M.'],['(Adin O.)'],[],[],[],[],[],[],[],"[""26'""]",['Karaca E.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Bilgic K.  (Tur),Balikesir Ataturk Stadyumu  (Balikesir),15 800,1 151
Turkey,super-lig,Genclerbirligi,Fenerbahce,1,2,2016/2017,22.05,20:00,,,[],[],[],[],[],[],[],[],"[""15'""]",['Khalili A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ozturk U.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,3 156
Turkey,super-lig,Trabzonspor,Basaksehir,0,0,2016/2017,21.05,19:00,,,[],[],[],[],[],[],[],[],"[""30'"", ""88'""]","['Onazi O.', 'Sahan O.']","['(Foul)', '(Roughing)']","[""43'"", ""82'""]","['Irtegun B.', 'Mossoro M.']","['(Elbowing)', '(Holding)']",[],[],[],[],[],[],"[""72'"", ""89'"", ""90+3'""]","['Rodallega H.', 'Erdogan Y.', 'Yavru Z.']","['Bero M.', 'Castillo F.', 'Onazi O.']","['-', '-', '-']","[""46'"", ""63'"", ""82'""]","['Pektemek M.', 'Tekdemir M.', 'Kahveci I. C.']","['Adebayor E.', 'Junior Caicara', 'Mossoro M.']","['-', '-', '-']",Aydinus F.  (Tur),Papara Park  (Trabzon),40 782,
Turkey,super-lig,Konyaspor,Kardemir Karabuk,3,0,2016/2017,21.05,16:00,,,"[""23'"", ""27'""]","['1 - 0', '2 - 0']","['Bajic R.', 'Sahiner O.']","['(Skubic N.)', '(Bajic R.)']",[],[],[],[],[],[],[],"[""59'""]",['Papp P.'],[],[],[],[],[],[],[],"[""46'""]",['Camdali A.'],['Jonsson J.'],['-'],"[""46'"", ""46'""]","['Bliznichenko A.', 'Zengin K.']","['Zec E.', 'Nounkeu D.']","['-', '-']",Kardesler A.  (Tur),Konya Buyuksehir Belediye Stadium  (Konya),42 000,6 072
Turkey,super-lig,Antalyaspor,Bursaspor,2,1,2016/2017,20.05,19:00,,,[],[],[],[],[],[],[],[],"[""29'""]",['Charles'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Meler H. U.  (Tur),Corendon Airlines Park  (Antalya),32 537,9 497
Turkey,super-lig,Besiktas,Kasimpasa,4,1,2016/2017,20.05,19:00,,,"[""2'""]",['1 - 0'],['Aboubakar V.'],['(Ozyakup O.)'],"[""4'""]",['1 - 1'],['Eduok S.'],['(Veigneau O.)'],[],[],[],"[""10'""]",['Durak A.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Cinar S.  (Tur),Tupras Stadium  (Istanbul),42 590,31 627
Turkey,super-lig,Kayserispor,Adanaspor AS,1,1,2016/2017,20.05,16:00,1 - 0,0 - 1,[],[],[],[],[],[],[],[],"[""30'""]",['Aslantas H.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ozkalfa T.  (Tur),Kadir Has Stadium  (Kayseri),32 864,3 968
Turkey,super-lig,Rizespor,Gaziantepspor,2,0,2016/2017,20.05,13:30,1 - 0,1 - 0,"[""26'""]",['1 - 0'],['Edomwonyi B.'],['-'],[],[],[],[],"[""32'""]",['Yalcin R.'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ugurlu Y. K.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,698
Turkey,super-lig,Galatasaray,Ankaraspor,2,0,2016/2017,19.05,20:00,,,"[""24'"", ""35'""]","['1 - 0', '2 - 0']","['Sneijder W.', 'Gumus S.']","['-', '(Sneijder W.)']",[],[],[],[],[],[],[],"[""78'"", ""85'""]","['Curuksu N.', 'Regattin A.']","['(Handling)', '(Holding)']",[],[],[],[],[],[],"[""59'"", ""63'"", ""86'""]","['Podolski L.', 'Rodrigues G.', 'Josue']","['Derdiyok E.', 'Gumus S.', 'Bruma']","['-', '-', '-']","[""63'"", ""76'"", ""86'""]","['Cagiran M.', 'Regattin A.', 'Rusescu R.']","['Umar A.', 'Vrsajevic A.', 'Bifouma T.']","['-', '-', '-']",Palabiyik A.  (Tur),Rams Park  (Istanbul),53 798,7 521
